subject	predicate	object	birthPlace	<predicate>	age	object
Albert_Tannenbaum 	birthDate 	1906-01-17	Nanticoke_u002C__Pennsylvania 	<age>	118	118
Albert_Tannenbaum 	gender 	Male	Nanticoke_u002C__Pennsylvania 	<gender >		Male
Albert_Tannenbaum 	nationality 	United_States 	Nanticoke_u002C__Pennsylvania 	<nationality >		United_States 
Hawys_Gadarn 	birthDate 	1291-01-01	Powys 	<age>	733	733
Hawys_Gadarn 	gender 	Female	Powys 	<gender >		Female
Hawys_Gadarn 	knowsLanguage 	English_language	Powys 	<knowsLanguage >		English_lang
Hawys_Gadarn 	nationality 	Wales 	Powys 	<nationality >		Wales 
Jorge_de_Lencastre_u002C__Duke_of_Coimbra 	birthDate 	1481-08-12	Abrantes 	<age>	542	542
Jorge_de_Lencastre_u002C__Duke_of_Coimbra 	gender 	Male	Abrantes 	<gender >		Male
Maria_Bohuslavka 	gender 	Female	Bohuslav 	<gender >		Female
Rudolph_III_u002C__Count_of_Neuchâtel 	birthDate 	1201-01-01	Neuchâtel 	<age>	823	823
Rudolph_III_u002C__Count_of_Neuchâtel 	gender 	Male	Neuchâtel 	<gender >		Male
Anne_Montagu_u002C__Viscountess_Mandeville 	birthDate 	1604-01-01	England 	<age>	420	420
Anne_Montagu_u002C__Viscountess_Mandeville 	gender 	Female	England 	<gender >		Female
Christian_August_of_Holstein-Gottorp_u002C__Prince_of_Eutin 	birthDate 	1673-01-11	Gottorf_Castle 	<age>	351	351
Christian_August_of_Holstein-Gottorp_u002C__Prince_of_Eutin 	gender 	Male	Gottorf_Castle 	<gender >		Male
Christian_August_of_Holstein-Gottorp_u002C__Prince_of_Eutin 	knowsLanguage 	German_language	Gottorf_Castle 	<knowsLanguage >		German_lang
Christian_August_of_Holstein-Gottorp_u002C__Prince_of_Eutin 	nationality 	Germany 	Gottorf_Castle 	<nationality >		Germany 
Isabel_of_Braganza_u002C__Duchess_of_Guimarães 	birthDate 	1511-01-01	Ducal_Palace_of_Vila_Viçosa 	<age>	513	513
Isabel_of_Braganza_u002C__Duchess_of_Guimarães 	gender 	Female	Ducal_Palace_of_Vila_Viçosa 	<gender >		Female
Isabel_of_Braganza_u002C__Duchess_of_Guimarães 	knowsLanguage 	Portuguese_language	Ducal_Palace_of_Vila_Viçosa 	<knowsLanguage >		Portuguese_lang
Isabella_de_Beauchamp 	gender 	Female	Warwickshire 	<gender >		Female
Apolonia_Ustrzycka 	birthDate 	1736-01-17	Przemyśl 	<age>	288	288
Apolonia_Ustrzycka 	gender 	Female	Przemyśl 	<gender >		Female
Mary_Warren__u0028_Salem_witch_trials_u0029_ 	birthDate 	1674-01-01	Salem_u002C__Massachusetts 	<age>	350	350
Mary_Warren__u0028_Salem_witch_trials_u0029_ 	gender 	Female	Salem_u002C__Massachusetts 	<gender >		Female
Apostol_Mărgărit 	birthDate 	1832-08-05	Avdella 	<age>	191	191
Apostol_Mărgărit 	gender 	Male	Avdella 	<gender >		Male
Apostol_Mărgărit 	memberOf 	Romanian_Academy 	Avdella 	<memberOf >		Romanian_Academy 
Armand_Bouchart 	birthDate 	1200-01-01	France 	<age>	824	824
Armand_Bouchart 	gender 	Male	France 	<gender >		Male
Ayşe_Hatun_I 	birthDate 	1453-01-01	Elbistan 	<age>	571	571
Ayşe_Hatun_I 	gender 	Female	Elbistan 	<gender >		Female
Bhawani_Singh 	alumniOf 	Harrow_School 	Jaipur 	<alumniOf >		Harrow_School 
Bhawani_Singh 	award 	Maha_Vir_Chakra	Jaipur 	<award >		Maha_Vir_Chakra
Bhawani_Singh 	award 	Order_of_the_Sun__u0028_India_u0029_ 	Jaipur 	<award >		Order_of_the_Sun__u0028_India_u0029_ 
Bhawani_Singh 	birthDate 	1931-10-22	Jaipur 	<age>	92	92
Bhawani_Singh 	gender 	Male	Jaipur 	<gender >		Male
Bhawani_Singh 	memberOf 	Indian_National_Congress 	Jaipur 	<memberOf >		Indian_National_Congress 
Bhawani_Singh 	nationality 	India 	Jaipur 	<nationality >		India 
Brión_mac_Echach_Muigmedóin 	birthDate 	0500-01-01	Republic_of_Ireland 	<age>	1524	1524
Brión_mac_Echach_Muigmedóin 	gender 	Male	Republic_of_Ireland 	<gender >		Male
Camilla_Pio_di_Savoia 	birthDate 	1440-01-01	Carpi_u002C__Emilia-Romagna 	<age>	584	584
Camilla_Pio_di_Savoia 	gender 	Female	Carpi_u002C__Emilia-Romagna 	<gender >		Female
Cecilia_Eusepi 	birthDate 	1910-02-17	Monte_Romano 	<age>	114	114
Cecilia_Eusepi 	gender 	Female	Monte_Romano 	<gender >		Female
Cecilia_Eusepi 	knowsLanguage 	Italian_language	Monte_Romano 	<knowsLanguage >		Italian_lang
Charlotte_Bonaparte_Gabrielli 	birthDate 	1795-02-22	Saint-Maximin-la-Sainte-Baume 	<age>	229	229
Charlotte_Bonaparte_Gabrielli 	gender 	Female	Saint-Maximin-la-Sainte-Baume 	<gender >		Female
Charlotte_Bonaparte_Gabrielli 	knowsLanguage 	French_language	Saint-Maximin-la-Sainte-Baume 	<knowsLanguage >		French_lang
Charlotte_Bonaparte_Gabrielli 	nationality 	France 	Saint-Maximin-la-Sainte-Baume 	<nationality >		France 
Cleofa_Malatesta 	birthDate 	1405-01-01	Pesaro 	<age>	619	619
Cleofa_Malatesta 	gender 	Female	Pesaro 	<gender >		Female
Cleofa_Malatesta 	knowsLanguage 	Greek_language	Pesaro 	<knowsLanguage >		Greek_lang
Cleofa_Malatesta 	knowsLanguage 	Italian_language	Pesaro 	<knowsLanguage >		Italian_lang
Anne_Holck 	birthDate 	1602-12-07	Tryggevælde 	<age>	421	421
Anne_Holck 	gender 	Female	Tryggevælde 	<gender >		Female
Sir_Renaud_de_Carteret_u002C__8th_Seigneur_of_Saint_Ouen 	birthDate 	1316-01-01	Jersey 	<age>	708	708
Peter_u002C__Duke_of_Coimbra 	award 	Order_of_the_Garter	Lisbon 	<award >		Order_of_the_Garter
Peter_u002C__Duke_of_Coimbra 	award 	Knighthood_Q28164164	Lisbon 	<award >		Knighthood_Q28164164
Peter_u002C__Duke_of_Coimbra 	birthDate 	1392-12-17	Lisbon 	<age>	631	631
Peter_u002C__Duke_of_Coimbra 	gender 	Male	Lisbon 	<gender >		Male
Princess_Victoria_of_Hesse-Rotenburg 	birthDate 	1728-02-25	Rotenburg_an_der_Fulda 	<age>	296	296
Princess_Victoria_of_Hesse-Rotenburg 	gender 	Female	Rotenburg_an_der_Fulda 	<gender >		Female
Princess_Victoria_of_Hesse-Rotenburg 	knowsLanguage 	German_language	Rotenburg_an_der_Fulda 	<knowsLanguage >		German_lang
Princess_Victoria_of_Hesse-Rotenburg 	nationality 	Germany 	Rotenburg_an_der_Fulda 	<nationality >		Germany 
Seán_South 	birthDate 	1928-01-01	Limerick 	<age>	96	96
Seán_South 	gender 	Male	Limerick 	<gender >		Male
Seán_South 	nationality 	Republic_of_Ireland 	Limerick 	<nationality >		Republic_of_Ireland 
Anna_Colonna 	birthDate 	1601-01-01	Paliano 	<age>	423	423
Anna_Colonna 	gender 	Female	Paliano 	<gender >		Female
Avraham_Shalom 	birthDate 	1928-07-07	Vienna 	<age>	95	95
Avraham_Shalom 	gender 	Male	Vienna 	<gender >		Male
Avraham_Shalom 	knowsLanguage 	Hebrew_language	Vienna 	<knowsLanguage >		Hebrew_lang
Avraham_Shalom 	nationality 	Israel 	Vienna 	<nationality >		Israel 
Avraham_Shalom 	worksFor 	Mossad 	Vienna 	<worksFor >		Mossad 
Catalina_de_Balmaseda_y_San_Martín 	birthDate 	1544-10-28	Madrigal_de_las_Altas_Torres 	<age>	479	479
Catalina_de_Balmaseda_y_San_Martín 	gender 	Female	Madrigal_de_las_Altas_Torres 	<gender >		Female
Catalina_de_Balmaseda_y_San_Martín 	knowsLanguage 	Catalan_language	Madrigal_de_las_Altas_Torres 	<knowsLanguage >		Catalan_lang
Catalina_de_Balmaseda_y_San_Martín 	nationality 	Spain 	Madrigal_de_las_Altas_Torres 	<nationality >		Spain 
Kyra_Vassiliki 	birthDate 	1789-01-01	Filiates 	<age>	235	235
Kyra_Vassiliki 	gender 	Female	Filiates 	<gender >		Female
Kyra_Vassiliki 	knowsLanguage 	Greek_language	Filiates 	<knowsLanguage >		Greek_lang
Kyra_Vassiliki 	nationality 	Greece 	Filiates 	<nationality >		Greece 
Lady_Katherine_Percy 	birthDate 	1423-05-27	Alnwick 	<age>	600	600
Lady_Katherine_Percy 	gender 	Female	Alnwick 	<gender >		Female
Marco_Frigatti 	birthDate 	1970-05-01	Venice 	<age>	53	53
Marco_Frigatti 	gender 	Male	Venice 	<gender >		Male
Marco_Frigatti 	knowsLanguage 	Italian_language	Venice 	<knowsLanguage >		Italian_lang
Marco_Frigatti 	nationality 	Italy 	Venice 	<nationality >		Italy 
Marco_Lombardo 	gender 	Male	Lombardy 	<gender >		Male
Margaret_Beaufort_u002C__Countess_of_Devon 	birthDate 	1409-01-01	Westminster 	<age>	615	615
Margaret_Beaufort_u002C__Countess_of_Devon 	gender 	Female	Westminster 	<gender >		Female
Curtis_Keeble 	alumniOf 	Queen_Mary_University_of_London 	London 	<alumniOf >		Queen_Mary_University_of_London 
Curtis_Keeble 	award 	Knight_Grand_Cross_Of_The_Order_Of_St_Michael_And_St_George_Q12177423	London 	<award >		Knight_Grand_Cross_Of_The_Order_Of_St_Michael_And_St_George_Q12177423
Curtis_Keeble 	birthDate 	1922-09-18	London 	<age>	101	101
Curtis_Keeble 	gender 	Male	London 	<gender >		Male
Curtis_Keeble 	knowsLanguage 	English_language	London 	<knowsLanguage >		English_lang
Curtis_Keeble 	worksFor 	Foreign_u002C__Commonwealth_and_Development_Office 	London 	<worksFor >		Foreign_u002C__Commonwealth_and_Development_Office 
Darryl_Hunt 	birthDate 	1965-02-24	Winston-Salem_u002C__North_Carolina 	<age>	59	59
Darryl_Hunt 	gender 	Male	Winston-Salem_u002C__North_Carolina 	<gender >		Male
Darryl_Hunt 	nationality 	United_States 	Winston-Salem_u002C__North_Carolina 	<nationality >		United_States 
David_Milgaard 	birthDate 	1952-07-07	Canada 	<age>	71	71
David_Milgaard 	gender 	Male	Canada 	<gender >		Male
David_Milgaard 	nationality 	Canada 	Canada 	<nationality >		Canada 
Franz_Josef_Krombholz 	award 	German_Cross_In_Gold_Q17412908	Horní_Police 	<award >		German_Cross_In_Gold_Q17412908
Franz_Josef_Krombholz 	award 	Knight_u0027_s_Cross_of_the_Iron_Cross	Horní_Police 	<award >		Knight_u0027_s_Cross_of_the_Iron_Cross
Franz_Josef_Krombholz 	birthDate 	1920-08-13	Horní_Police 	<age>	103	103
Franz_Josef_Krombholz 	gender 	Male	Horní_Police 	<gender >		Male
Gurbansoltan_Eje 	award 	Hero_of_Turkmenistan 	Gypjak 	<award >		Hero_of_Turkmenistan 
Gurbansoltan_Eje 	birthDate 	1913-11-20	Gypjak 	<age>	110	110
Gurbansoltan_Eje 	gender 	Female	Gypjak 	<gender >		Female
Husain_Haqqani 	alumniOf 	University_of_Karachi 	Karachi 	<alumniOf >		University_of_Karachi 
Husain_Haqqani 	alumniOf 	Habib_Public_School 	Karachi 	<alumniOf >		Habib_Public_School 
Husain_Haqqani 	birthDate 	1956-07-01	Karachi 	<age>	67	67
Husain_Haqqani 	gender 	Male	Karachi 	<gender >		Male
Husain_Haqqani 	nationality 	Pakistan 	Karachi 	<nationality >		Pakistan 
Ibrahim_Hakki_Pasha 	award 	Knight_Grand_Cross_Of_The_Order_Of_Pius_Ix_U200E__Q23306205	Istanbul 	<award >		Knight_Grand_Cross_Of_The_Order_Of_Pius_Ix_U200E__Q23306205
Ibrahim_Hakki_Pasha 	birthDate 	1862-01-01	Istanbul 	<age>	162	162
Ibrahim_Hakki_Pasha 	gender 	Male	Istanbul 	<gender >		Male
Ibrahim_Hakki_Pasha 	knowsLanguage 	Turkish_language	Istanbul 	<knowsLanguage >		Turkish_lang
Ismail_Abdul_Rahman 	alumniOf 	Queen_u0027_s_College_u002C__Melbourne 	Johor_Bahru 	<alumniOf >		Queen_u0027_s_College_u002C__Melbourne 
Ismail_Abdul_Rahman 	alumniOf 	University_of_Melbourne_Faculty_of_Medicine_u002C__Dentistry_and_Health_Sciences 	Johor_Bahru 	<alumniOf >		University_of_Melbourne_Faculty_of_Medicine_u002C__Dentistry_and_Health_Sciences 
Ismail_Abdul_Rahman 	award 	Grand_Commander_Of_The_Order_Of_Loyalty_To_The_Crown_Of_Malaysia_Q7434999	Johor_Bahru 	<award >		Grand_Commander_Of_The_Order_Of_Loyalty_To_The_Crown_Of_Malaysia_Q7434999
Ismail_Abdul_Rahman 	birthDate 	1915-11-04	Johor_Bahru 	<age>	108	108
Ismail_Abdul_Rahman 	gender 	Male	Johor_Bahru 	<gender >		Male
Ismail_Abdul_Rahman 	knowsLanguage 	Malay_language	Johor_Bahru 	<knowsLanguage >		Malay_lang
Ismail_Abdul_Rahman 	memberOf 	Barisan_Nasional 	Johor_Bahru 	<memberOf >		Barisan_Nasional 
Ismail_Abdul_Rahman 	nationality 	Malaysia 	Johor_Bahru 	<nationality >		Malaysia 
Jadwiga_Sapieżyna 	birthDate 	1806-01-01	Warsaw 	<age>	218	218
Jadwiga_Sapieżyna 	gender 	Female	Warsaw 	<gender >		Female
Jean-Bédel_Bokassa_Jr_u002E_ 	birthDate 	1973-11-02	Bangui 	<age>	50	50
Jean-Bédel_Bokassa_Jr_u002E_ 	gender 	Male	Bangui 	<gender >		Male
Jean-Bédel_Bokassa_Jr_u002E_ 	knowsLanguage 	French_language	Bangui 	<knowsLanguage >		French_lang
Jean-Bédel_Bokassa_Jr_u002E_ 	knowsLanguage 	Sango_language	Bangui 	<knowsLanguage >		Sango_lang
Jean-Bédel_Bokassa_Jr_u002E_ 	nationality 	Central_African_Republic 	Bangui 	<nationality >		Central_African_Republic 
Mehdigulu_Khan_Javanshir 	birthDate 	1763-01-01	Shusha 	<age>	261	261
Mehdigulu_Khan_Javanshir 	gender 	Male	Shusha 	<gender >		Male
Sergei_Kirpichenko 	alumniOf 	Moscow_State_Institute_of_International_Relations 	Soviet_Union 	<alumniOf >		Moscow_State_Institute_of_International_Relations 
Sergei_Kirpichenko 	award 	Order_of_Friendship 	Soviet_Union 	<award >		Order_of_Friendship 
Sergei_Kirpichenko 	award 	Order_of_Honour__u0028_Russia_u0029_ 	Soviet_Union 	<award >		Order_of_Honour__u0028_Russia_u0029_ 
Sergei_Kirpichenko 	birthDate 	1951-08-13	Soviet_Union 	<age>	72	72
Sergei_Kirpichenko 	gender 	Male	Soviet_Union 	<gender >		Male
Sergei_Kirpichenko 	knowsLanguage 	Russian_language	Soviet_Union 	<knowsLanguage >		Russian_lang
Sergei_Kirpichenko 	nationality 	Russia 	Soviet_Union 	<nationality >		Russia 
Tadeusz_Zawadzki 	alumniOf 	Stefan_Batory_Liceum__u0028_Warsaw_u002C__Poland_u0029_ 	Warsaw 	<alumniOf >		Stefan_Batory_Liceum__u0028_Warsaw_u002C__Poland_u0029_ 
Tadeusz_Zawadzki 	award 	Cross_of_Valour__u0028_Poland_u0029_ 	Warsaw 	<award >		Cross_of_Valour__u0028_Poland_u0029_ 
Tadeusz_Zawadzki 	award 	Commander_With_Star_Of_The_Order_Of_Polonia_Restituta_Q15715254	Warsaw 	<award >		Commander_With_Star_Of_The_Order_Of_Polonia_Restituta_Q15715254
Tadeusz_Zawadzki 	birthDate 	1921-01-24	Warsaw 	<age>	103	103
Tadeusz_Zawadzki 	gender 	Male	Warsaw 	<gender >		Male
Tadeusz_Zawadzki 	knowsLanguage 	Polish_language	Warsaw 	<knowsLanguage >		Polish_lang
Tengku_Muhammad_Ismail 	birthDate 	1998-03-01	Kuala_Terengganu 	<age>	26	26
Tengku_Muhammad_Ismail 	gender 	Male	Kuala_Terengganu 	<gender >		Male
Tengku_Muhammad_Ismail 	nationality 	Malaysia 	Kuala_Terengganu 	<nationality >		Malaysia 
Tomasz_Józef_Zamoyski 	alumniOf 	University_of_Ingolstadt 	Zamość 	<alumniOf >		University_of_Ingolstadt 
Tomasz_Józef_Zamoyski 	birthDate 	1678-01-01	Zamość 	<age>	346	346
Tomasz_Józef_Zamoyski 	gender 	Male	Zamość 	<gender >		Male
Tsarevna_Yevdokia_Alekseyevna_of_Russia 	birthDate 	1650-02-17	Moscow 	<age>	374	374
Sir_Renaud_de_Carteret_u002C__8th_Seigneur_of_Saint_Ouen 	gender 	Male	Jersey 	<gender >		Male
Abu_Hudhayfa_ibn_Utba 	birthDate 	0581-01-01	Mecca 	<age>	1443	1443
Abu_Hudhayfa_ibn_Utba 	gender 	Male	Mecca 	<gender >		Male
Anne_Arundell 	birthDate 	1615-01-01	Arundel_Castle 	<age>	409	409
Anne_Arundell 	gender 	Female	Arundel_Castle 	<gender >		Female
Deepchord 	birthDate 	1969-07-22	Detroit 	<age>	54	54
Deepchord 	gender 	Male	Detroit 	<gender >		Male
Deepchord 	nationality 	United_States 	Detroit 	<nationality >		United_States 
Dou_Wan 	gender 	Female	China 	<gender >		Female
John_de_Ferrers_u002C__1st_Baron_Ferrers_of_Chartley 	birthDate 	1271-01-01	Cardiff 	<age>	753	753
John_de_Ferrers_u002C__1st_Baron_Ferrers_of_Chartley 	gender 	Male	Cardiff 	<gender >		Male
Keōpūolani 	birthDate 	1778-01-01	Wailuku_u002C__Hawaii 	<age>	246	246
Keōpūolani 	gender 	Female	Wailuku_u002C__Hawaii 	<gender >		Female
Radomir_Marković 	alumniOf 	University_of_Belgrade 	Lukavac 	<alumniOf >		University_of_Belgrade 
Radomir_Marković 	birthDate 	1946-08-11	Lukavac 	<age>	77	77
Radomir_Marković 	gender 	Male	Lukavac 	<gender >		Male
Radomir_Marković 	memberOf 	League_of_Communists_of_Yugoslavia 	Lukavac 	<memberOf >		League_of_Communists_of_Yugoslavia 
Robert_Giguère 	birthDate 	1616-03-09	Tourouvre 	<age>	408	408
Robert_Giguère 	gender 	Male	Tourouvre 	<gender >		Male
Robert_Giguère 	knowsLanguage 	French_language	Tourouvre 	<knowsLanguage >		French_lang
Robert_Giguère 	nationality 	France 	Tourouvre 	<nationality >		France 
Sigolena_of_Albi 	gender 	Female	Albi 	<gender >		Female
Aleksander_Chodkiewicz 	gender 	Male	Novogrudok 	<gender >		Male
Brian_Boru 	birthDate 	0941-01-01	Killaloe_u002C__County_Clare 	<age>	1083	1083
Brian_Boru 	gender 	Male	Killaloe_u002C__County_Clare 	<gender >		Male
Brian_Boru 	knowsLanguage 	Middle_Irish	Killaloe_u002C__County_Clare 	<knowsLanguage >		Middle_Irish
Camille_d_u0027_Ornano 	birthDate 	1917-04-04	Ajaccio 	<age>	107	107
Camille_d_u0027_Ornano 	gender 	Male	Ajaccio 	<gender >		Male
Camille_d_u0027_Ornano 	knowsLanguage 	French_language	Ajaccio 	<knowsLanguage >		French_lang
Camille_d_u0027_Ornano 	nationality 	France 	Ajaccio 	<nationality >		France 
Charles_Desplanques 	birthDate 	1877-02-06	Ivry-sur-Seine 	<age>	147	147
Charles_Desplanques 	gender 	Male	Ivry-sur-Seine 	<gender >		Male
Charles_Desplanques 	knowsLanguage 	French_language	Ivry-sur-Seine 	<knowsLanguage >		French_lang
Charles_Desplanques 	nationality 	France 	Ivry-sur-Seine 	<nationality >		France 
Henry_Ross 	birthDate 	1829-01-01	Toronto 	<age>	195	195
Henry_Ross 	gender 	Male	Toronto 	<gender >		Male
Anna_Alojza_Ostrogska 	birthDate 	1600-03-25	Jarosław 	<age>	424	424
Anna_Alojza_Ostrogska 	gender 	Female	Jarosław 	<gender >		Female
Charles_de_La_Vieuville 	award 	Knight_Of_The_Order_Of_Saint-Michel_Q11609173	Paris 	<award >		Knight_Of_The_Order_Of_Saint-Michel_Q11609173
Charles_de_La_Vieuville 	award 	Knight_Of_The_Order_Of_The_Holy_Spirit_Q11599352	Paris 	<award >		Knight_Of_The_Order_Of_The_Holy_Spirit_Q11599352
Charles_de_La_Vieuville 	award 	Order_of_the_Holy_Spirit	Paris 	<award >		Order_of_the_Holy_Spirit
Charles_de_La_Vieuville 	award 	Order_of_Saint_Michael	Paris 	<award >		Order_of_Saint_Michael
Charles_de_La_Vieuville 	birthDate 	1583-01-01	Paris 	<age>	441	441
Charles_de_La_Vieuville 	gender 	Male	Paris 	<gender >		Male
Charles_de_La_Vieuville 	knowsLanguage 	French_language	Paris 	<knowsLanguage >		French_lang
Charles_de_La_Vieuville 	nationality 	France 	Paris 	<nationality >		France 
Charles_Voysey__u0028_theist_u0029_ 	alumniOf 	St_Edmund_Hall_u002C__Oxford 	London 	<alumniOf >		St_Edmund_Hall_u002C__Oxford 
Charles_Voysey__u0028_theist_u0029_ 	birthDate 	1828-01-01	London 	<age>	196	196
Charles_Voysey__u0028_theist_u0029_ 	gender 	Male	London 	<gender >		Male
Christian_Didier 	birthDate 	1944-02-11	Saint-Dié-des-Vosges 	<age>	80	80
Christian_Didier 	gender 	Male	Saint-Dié-des-Vosges 	<gender >		Male
Christian_Didier 	knowsLanguage 	French_language	Saint-Dié-des-Vosges 	<knowsLanguage >		French_lang
Christian_Didier 	nationality 	France 	Saint-Dié-des-Vosges 	<nationality >		France 
Claude_Bigot_de_Sainte-Croix 	birthDate 	1744-05-03	Paris 	<age>	279	279
Claude_Bigot_de_Sainte-Croix 	gender 	Male	Paris 	<gender >		Male
Claude_Bigot_de_Sainte-Croix 	knowsLanguage 	French_language	Paris 	<knowsLanguage >		French_lang
Claude_Bigot_de_Sainte-Croix 	nationality 	France 	Paris 	<nationality >		France 
Claude_de_Boutroue_d_u0027_Aubigny 	birthDate 	1620-01-01	Paris 	<age>	404	404
Claude_de_Boutroue_d_u0027_Aubigny 	gender 	Male	Paris 	<gender >		Male
Claude_de_Boutroue_d_u0027_Aubigny 	knowsLanguage 	French_language	Paris 	<knowsLanguage >		French_lang
Claude_de_Boutroue_d_u0027_Aubigny 	nationality 	France 	Paris 	<nationality >		France 
Henry_Gratiot 	birthDate 	1789-04-25	St_u002E__Louis 	<age>	234	234
Henry_Gratiot 	gender 	Male	St_u002E__Louis 	<gender >		Male
Henry_Gratiot 	nationality 	United_States 	St_u002E__Louis 	<nationality >		United_States 
Hümaşah_Sultan__u0028_daughter_of_Şehzade_Mehmed_u0029_ 	gender 	Female	Manisa 	<gender >		Female
Hümaşah_Sultan__u0028_daughter_of_Şehzade_Mehmed_u0029_ 	birthDate 	1544-01-01	Manisa 	<age>	480	480
Jonas_Kęsgaila 	birthDate 	1415-01-01	Kražiai 	<age>	609	609
Jonas_Kęsgaila 	gender 	Male	Kražiai 	<gender >		Male
Isabella_de_Beauchamp 	birthDate 	1300-01-01	Warwickshire 	<age>	724	724
Jacut 	birthDate 	0401-01-01	Wales 	<age>	1623	1623
Jacut 	gender 	Male	Wales 	<gender >		Male
Princess_Albertina_Frederica_of_Baden-Durlach 	birthDate 	1682-07-03	Durlach 	<age>	341	341
Princess_Albertina_Frederica_of_Baden-Durlach 	gender 	Female	Durlach 	<gender >		Female
Princess_Albertina_Frederica_of_Baden-Durlach 	knowsLanguage 	German_language	Durlach 	<knowsLanguage >		German_lang
Princess_Albertina_Frederica_of_Baden-Durlach 	nationality 	Germany 	Durlach 	<nationality >		Germany 
Jean_du_Thiers 	birthDate 	1510-01-01	Sens 	<age>	514	514
Jean_du_Thiers 	knowsLanguage 	French_language	Sens 	<knowsLanguage >		French_lang
Jean_Guéguinou 	alumniOf 	École_nationale_d_u0027_administration 	Carhaix-Plouguer 	<alumniOf >		École_nationale_d_u0027_administration 
Jean_Guéguinou 	alumniOf 	Sciences_Po 	Carhaix-Plouguer 	<alumniOf >		Sciences_Po 
Jean_Guéguinou 	award 	Commandeur_Des_Arts_Et_Des_Lettres_U200E__Q13452531	Carhaix-Plouguer 	<award >		Commandeur_Des_Arts_Et_Des_Lettres_U200E__Q13452531
Jean_Guéguinou 	award 	Knight_Grand_Cross_Of_The_Order_Of_Pius_Ix_U200E__Q23306205	Carhaix-Plouguer 	<award >		Knight_Grand_Cross_Of_The_Order_Of_Pius_Ix_U200E__Q23306205
Jean_Guéguinou 	award 	Officer_Of_The_National_Order_Of_Merit_Q13422140	Carhaix-Plouguer 	<award >		Officer_Of_The_National_Order_Of_Merit_Q13422140
Jean_Guéguinou 	award 	Commander_Of_The_Legion_Of_Honour_Q10855212	Carhaix-Plouguer 	<award >		Commander_Of_The_Legion_Of_Honour_Q10855212
Jean_Guéguinou 	birthDate 	1941-10-17	Carhaix-Plouguer 	<age>	82	82
Jean_Guéguinou 	gender 	Male	Carhaix-Plouguer 	<gender >		Male
Jean_Guéguinou 	knowsLanguage 	French_language	Carhaix-Plouguer 	<knowsLanguage >		French_lang
Jean_Guéguinou 	nationality 	France 	Carhaix-Plouguer 	<nationality >		France 
